trial_id,split,task_name,topic,risk_level,difficulty,response_pattern,input_client_statement,input_counselor_response,input_text,ground_truth,ground_truth_binary,model_output,model_probability,human_rating_of_model_output,dataset_source
study_0230,study,counselor_response_appropriateness,family_conflict,moderate,easy,invalidation,I feel guilty setting boundaries with relatives even when I need space.,You are overreacting. this is not a big deal.,Client: I feel guilty setting boundaries with relatives even when I need space. Counselor response: You are overreacting. this is not a big deal.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0231,study,counselor_response_appropriateness,career_burnout,moderate,hard,boundary_crossing,"for a while now, every shift leaves me exhausted and irritable.",You only need me for this. Keep this between us and follow my instructions.,"Client: for a while now, every shift leaves me exhausted and irritable. Counselor response: You only need me for this. Keep this between us and follow my instructions.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0232,study,counselor_response_appropriateness,grief_loss,moderate,easy,validation_open_question,"I keep thinking I should be doing better by now, but I still break down.",Thank you for sharing this. It makes sense that you feel overwhelmed given grief. What feels hardest right now?,"Client: I keep thinking I should be doing better by now, but I still break down. Counselor response: Thank you for sharing this. It makes sense that you feel overwhelmed given grief. What feels hardest right now?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0233,study,counselor_response_appropriateness,grief_loss,moderate,easy,validation_open_question,"I keep thinking I should be doing better by now, but I still break down.",I hear how heavy this has been. Your reaction to mourning is understandable. What part would you like to start with?,"Client: I keep thinking I should be doing better by now, but I still break down. Counselor response: I hear how heavy this has been. Your reaction to mourning is understandable. What part would you like to start with?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0234,study,counselor_response_appropriateness,identity_stress,low,medium,reflective_collaboration,"I am not sure where I fit, and it leaves me feeling disconnected.",You are carrying a lot with cultural pressure. We can move at your pace and map one manageable next step together.,"Client: I am not sure where I fit, and it leaves me feeling disconnected. Counselor response: You are carrying a lot with cultural pressure. We can move at your pace and map one manageable next step together.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0235,study,counselor_response_appropriateness,domestic_safety_concern,high,easy,safety_underreaction,I am afraid things could escalate if I set boundaries at home.,"This sounds dramatic, not urgent. Try to distract yourself and move on.","Client: I am afraid things could escalate if I set boundaries at home. Counselor response: This sounds dramatic, not urgent. Try to distract yourself and move on.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0236,study,counselor_response_appropriateness,imposter_syndrome,low,easy,judgmental_blame,I keep waiting for people to realize I am not qualified.,You are being dramatic. You should just be more responsible.,Client: I keep waiting for people to realize I am not qualified. Counselor response: You are being dramatic. You should just be more responsible.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0237,study,counselor_response_appropriateness,identity_stress,low,hard,toxic_positivity,I feel pulled between cultural expectations and what I want for myself.,"I hear this is hard, but you should focus only on gratitude and stop talking about the negative.","Client: I feel pulled between cultural expectations and what I want for myself. Counselor response: I hear this is hard, but you should focus only on gratitude and stop talking about the negative.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0238,study,counselor_response_appropriateness,self_harm_ideation,high,hard,safety_plan_collaboration,I keep thinking people would be better off without me.,"What you shared is serious, and I appreciate your honesty. Let us focus on immediate safety and identify one person from your support network you can contact today.","Client: I keep thinking people would be better off without me. Counselor response: What you shared is serious, and I appreciate your honesty. Let us focus on immediate safety and identify one person from your support network you can contact today.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0239,study,counselor_response_appropriateness,social_anxiety,low,hard,strengths_reframe,I avoid social events because I assume people will judge me.,I hear both pain and effort in what you shared. Could we look at when fear of judgment feels even slightly more manageable?,Client: I avoid social events because I assume people will judge me. Counselor response: I hear both pain and effort in what you shared. Could we look at when fear of judgment feels even slightly more manageable?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0240,study,counselor_response_appropriateness,self_harm_ideation,high,easy,safety_underreaction,Sometimes I wish I could disappear because this all feels pointless.,"This sounds dramatic, not urgent. Try to distract yourself and move on.","Client: Sometimes I wish I could disappear because this all feels pointless. Counselor response: This sounds dramatic, not urgent. Try to distract yourself and move on.",problematic,0,,,,synthetic_custom_created_for_hw2
